724666, DENVER/CENTENNIAL [GOLDEN - NREL], CO, -7, 39.742,-105.179, 1829
Date (MM/DD/YYYY),Time (HH:MM),Wspd (m/s),Dry-bulb (C),DHI (W/m^2),DNI (W/m^2),GHI (W/m^2),Alb (unitless)
01/03/1987,01:00,1.245212045,12.612010555555555,0.0,0.0,0.0,0.8163118733333333
01/03/1987,02:00,1.1519873166666665,11.892117166666667,0.0,0.01570255,0.0,0.5585310933333333
01/03/1987,03:00,1.2989458966666667,11.499553833333332,0.0,0.0050596999999999994,0.0,0.5585343199999999
01/03/1987,04:00,1.232414925,11.766391,5.750362933333333,44.52214983333333,7.433843049999999,1.27461137
01/03/1987,05:00,1.0866859383333332,14.056093333333333,44.868770000000005,490.12683333333337,123.89420833333334,25.03243425
01/03/1987,06:00,1.3845189433333334,18.041496166666665,62.47108,696.9189,300.7364666666666,69.1498745
01/03/1987,07:00,1.1695140566666666,20.742605500000003,71.87253166666666,815.9467999999999,491.6545666666667,105.70159
01/03/1987,08:00,1.3231266033333333,22.015747222222224,77.84833333333333,911.9709833333333,696.0535500000001,133.29566833333334
01/03/1987,09:00,1.4939353633333332,23.461491388888888,103.083495,893.2378,831.7676166666666,146.456805
01/03/1987,10:00,2.063910573333333,24.271722055555554,76.94641499999999,972.9364833333333,956.7832999999999,159.17445
01/03/1987,11:00,2.528066938333333,24.913536055555554,84.55811833333334,970.2690833333332,1007.7623166666667,164.31739000000002
01/03/1987,12:00,2.2381112149999995,25.630853555555557,88.365325,965.6500333333333,1003.3656166666666,163.52710333333334
01/03/1987,13:00,2.2755694566666667,25.948783333333335,91.55909166666667,947.9421833333333,942.0051166666667,156.16732333333331
01/03/1987,14:00,1.9390217466666668,26.484460333333335,90.14560166666666,920.5239666666668,828.3350833333333,143.78419666666665
01/03/1987,15:00,1.9092760800000002,26.646868833333333,87.47946333333333,871.6452166666667,670.3180333333333,124.44296333333334
01/03/1987,16:00,1.7727701200000001,26.395751555555552,79.07898666666667,799.4483,484.1288333333333,97.32993433333333
01/03/1987,17:00,1.4258932566666664,25.952929166666667,63.355241666666664,674.1457666666666,285.23181666666665,57.02671016666667
01/03/1987,18:00,0.692955613,24.81222711111111,37.15475,367.4255918333334,98.38010833333333,8.126646966666666
01/03/1987,19:00,0.8188480813333333,21.66284272222222,4.706006633333333,0.6465904833333334,3.779124133333333,0.5573439733333333
01/03/1987,20:00,0.8524287138333333,18.621307722222223,0.0,0.20247493333333333,0.0,0.0
01/03/1987,21:00,1.36061341,17.06414311111111,0.0,0.04614751666666667,0.0,0.08586565666666666
01/03/1987,22:00,1.5302075316666666,16.634170555555556,0.0,0.022943116666666666,0.0,0.20039995833333332
01/03/1987,23:00,2.0003269833333333,17.065103555555556,0.0,0.0009595833333333333,0.0,0.18610000333333332
01/03/1987,24:00,1.15026997,16.861322333333334,0.0,0.007502166666666667,0.0,0.157468235
01/04/1987,01:00,0.9926716624999999,16.306983444444445,0.0,0.004100016666666667,0.0,0.55831415
01/04/1987,02:00,1.4288700666666665,15.125323166666668,0.0,0.0085491,0.0,0.3436246966666667
01/04/1987,03:00,2.5158860916666668,16.598714444444443,0.0,0.0,0.0,0.30066940833333333
01/04/1987,04:00,2.490371816666667,16.940825333333333,6.039254816666666,73.74825528333334,8.801670283333333,0.9734547133333333
01/04/1987,05:00,2.0212946533333334,18.19049022222222,32.73355333333333,545.0087333333333,121.77395499999999,24.97647303333333
01/04/1987,06:00,0.6824734126666666,22.145866,48.796101666666665,786.29185,314.87593333333336,74.496689
01/04/1987,07:00,0.9453641063333333,23.688010833333333,57.86776166666667,889.4384833333334,514.7621333333333,113.637822
01/04/1987,08:00,1.0559599566666666,24.462818000000002,63.012343333333334,952.1663333333333,705.2833833333333,138.20813166666667
01/04/1987,09:00,1.3885380433333334,25.65864472222222,66.31976,990.5011166666667,865.6391,154.83158333333333
01/04/1987,10:00,1.7047183133333335,26.839062333333334,69.73836166666666,1009.1229999999999,977.7645166666666,165.633715
01/04/1987,11:00,2.024934395,27.61622711111111,75.56083333333332,1004.3397333333334,1026.0613333333333,169.25704666666667
01/04/1987,12:00,1.98167986,28.75106933333333,85.94264833333334,982.41065,1013.5615833333334,166.91010666666668
01/04/1987,13:00,2.1661041733333333,29.104265166666668,83.29410666666666,972.9297333333333,953.6890666666666,160.44533666666666
