date,GlobInc,GlobEff,EArray,E_Grid,PR,HSol,AzSol,AngInc,AngProf,PhiAng,GlobHor,DiffHor,BeamHor,T_Amb,WindVel,BeamTrp,DifITrp,CircTrp,HBndTrp,AlbTrp,GlobTrp,GincThr,BeamInc,CircInc,DifSInc,Alb_Inc,Bm_Gl,DifA_Gl,DifS_Gl,Alb_Gl,GlobShd,ShdLoss,ShdBLss,ShdCLss,ShdDLss,ShdALss,GlobIAM,IAMLoss,IAMBLss,IAMCLss,IAMDLss,IAMALss,BeamEff,CircEff,DiffEff,Alb_Eff,FTransp,FShdGl,FShdBm,FShdCrc,FShdDif,FShdAlb,FIAMGl,FIAMBm,FIAMCrc,FIAMDif,FIAMAlb,FIAMShd,FEffDif,FEffAlb,EArrRef,EArrNom,GIncLss,TempLss,ModQual,MisLoss,OhmLoss,EArrMPP,TExtON,TArray,TArrWtd,DTArr,DTArrGl,IArray,UArray,ArrayON,InvLoss,IL_Oper,IL_Pmin,IL_Vmin,IL_Pmax,IL_Vmax,IL_Imax,Syst_ON,EOutInv,EUseful,EffArrR,EffArrC,EffSysR,EffSysC,EffInvB,EffInvR,Yr,Ya,Yf,Lc,Ls,Lcr,Lsr,TotInstCost,ModuleCost,InverterCost,BatteryCost,OwnFunds,TotLoan,AvgOpCost_yr,LCOE,NPV,IRR,PaybackPeriod,ROI
    ,W/m�,W/m�,kW,kW,ratio,�,�,�,�,�,W/m�,W/m�,W/m�,캜,m/s,W/m�,W/m�,W/m�,W/m�,W/m�,W/m�,W/m�,W/m�,W/m�,W/m�,W/m�,ratio,ratio,ratio,ratio,W/m�,W/m�,W/m�,W/m�,W/m�,W/m�,W/m�,W/m�,W/m�,W/m�,W/m�,W/m�,W/m�,W/m�,W/m�,W/m�,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,kW,kW,kW,kW,kW,kW,kW,kW,캜,캜,캜,캜,캜,A,V,Hour,kW,kW,kW,kW,kW,kW,kW,Hour,kW,kW,%,%,%,%,%,%,kWh/m�/day,kWh/kWp/day,kWh/kWp/day,kWh/kWp/day,kWh/kWp/day,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio

06/01/90 06:00,812.48,794.72,37.145,36.144,0.8582,19.75,-102.73,22.983,20.208,-50,312.5,47.897,264.6,14.19,0.4199,718.47,83.347,0,0,10.66,812.48,0,718.47,0,83.347,10.66,0.8843,0.1157,0,0.0131,796.82,15.661,0,0,6.0668,9.5944,794.72,2.1013,0,0,2.0776,0.0236,718.47,0,75.203,1.0424,2.6,0.9807,1,1,0.9272,0.1,0.9974,1,1,0.9731,0.9778,0.9974,0.9023,0.0978,42.119,41.225,-0.006,2.9081,-0.1341,0.8268,0.4857,37.145,0,43.996,43.996,29.806,0.0375,65.265,569.13,1,1.0002,1.0002,0,0,0,0,0,0,36.144,36.144,15.828,18.042,15.402,17.556,97.307,97.307,19.499,17.197,16.734,2.3029,0.4631,0.1181,0.0237,0,0,0,0,0,0,0,0,0,0,0,0
06/01/90 07:00,990.39,963.38,43.53,42.321,0.8243,31.151,-93.9,9.3667,31.21,-50,527.7,74.803,452.89,15.16,1.16,862.19,110.19,0,0,18.002,990.39,0,862.19,0,110.19,18.002,0.8706,0.1294,0,0.0182,966.16,24.222,0,0,8.0208,16.202,963.38,2.7867,0,0,2.7468,0.0399,862.19,0,99.424,1.7602,1.8768,0.9755,1,1,0.9272,0.1,0.9971,1,1,0.9731,0.9778,0.9971,0.9023,0.0978,51.342,49.974,-0.012,4.927,-0.1577,0.9722,0.7152,43.53,0,51.507,51.507,36.347,0.0377,79.144,550,1,1.2092,1.2092,0,0,0,0,0,0,42.321,42.321,15.217,17.345,14.794,16.864,97.222,97.222,23.769,20.153,19.593,3.6166,0.5598,0.1522,0.0236,0,0,0,0,0,0,0,0,0,0,0,0
06/01/90 08:00,805.46,754.26,35.384,34.432,0.8246,42.67,-84.128,4.2132,42.821,-47.12,616.1,337.6,278.5,14.88,2.8,409.28,377.39,0,0,18.801,805.46,0,409.28,0,377.39,18.801,0.5081,0.4919,0,0.0233,763.63,41.838,0,0,24.918,16.921,754.26,9.3692,0,0,9.3304,0.0389,409.28,0,343.14,1.8412,1.3074,0.9481,1,1,0.934,0.1,0.9877,1,1,0.9735,0.9793,0.9877,0.9092,0.0979,41.755,39.126,0.0083,2.6374,-0.1277,0.7871,0.437,35.384,0,43.151,43.151,28.271,0.0375,61.914,571.51,1,0.9522,0.9522,0,0,0,0,0,0,34.432,34.432,15.209,17.337,14.8,16.87,97.309,97.309,19.331,16.382,15.941,2.9495,0.4408,0.1526,0.0228,0,0,0,0,0,0,0,0,0,0,0,0
06/01/90 09:00,507.6,474.26,23.052,22.395,0.8511,53.943,-71.8,10.486,55.33,-34.623,491.81,409.8,82.011,15.63,1.72,99.66,399.62,0,0,8.3175,507.6,0,99.66,0,399.62,8.3175,0.1963,0.8037,0,0.0164,484.27,23.326,0,0,15.84,7.4858,474.26,10.013,0,0,9.9778,0.0349,99.66,0,373.8,0.7969,1.0321,0.954,1,1,0.9604,0.1,0.9793,1,1,0.974,0.9581,0.9793,0.9354,0.0958,26.314,24.602,0.1909,0.7595,-0.0828,0.5103,0.1717,23.052,0,33.293,33.293,17.664,0.0372,38.846,593.43,1,0.6574,0.6574,0,0,0,0,0,0,22.395,22.395,15.723,17.922,15.275,17.411,97.148,97.148,12.182,10.672,10.368,1.51,0.3044,0.124,0.025,0,0,0,0,0,0,0,0,0,0,0,0
06/01/90 10:00,656.44,637.63,30.205,29.375,0.8632,64.203,-53.27,14.972,68.824,-21.146,618.11,336.4,281.7,16.83,1.3799,302.04,350.43,0,0,3.9747,656.44,0,302.04,0,350.43,3.9747,0.4601,0.5399,0,0.0061,647.23,9.215,0,0,5.6378,3.5772,637.63,9.5961,0,0,9.5461,0.05,302.04,0,335.24,0.3474,1.062,0.986,1,1,0.9839,0.1,0.9852,1,1,0.9723,0.8742,0.9852,0.9567,0.0874,34.03,33.076,0.0708,1.9283,-0.1088,0.6705,0.311,30.205,0,40.692,40.692,23.862,0.0374,52.253,578.05,1,0.8301,0.8301,0,0,0,0,0,0,29.375,29.375,15.93,18.159,15.492,17.659,97.252,97.252,15.755,13.984,13.599,1.771,0.3843,0.1124,0.0244,0,0,0,0,0,0,0,0,0,0,0,0
06/01/90 11:00,955.97,946.45,42.284,41.097,0.8293,71.308,-20.962,17.297,83.099,-6.8909,943.71,243.9,699.81,18.43,2.05,704.9,250.41,0,0,0.651,955.97,0,704.9,0,250.41,0.651,0.7374,0.2626,0,0.0007,954.9,1.0675,0,0,0.4816,0.5859,946.45,8.4504,0,0,8.4402,0.0102,704.9,0,241.49,0.0549,1.013,0.9989,1,1,0.9981,0.1,0.9912,1,1,0.9662,0.8426,0.9912,0.9644,0.0843,49.557,49.096,-0.016,5.3469,-0.1532,0.9442,0.6904,42.284,0,54.214,54.214,35.784,0.0378,77.762,543.76,1,1.1863,1.1863,0,0,0,0,0,0,41.097,41.097,15.314,17.456,14.884,16.966,97.194,97.194,22.943,19.576,19.027,3.3674,0.5492,0.1468,0.0239,0,0,0,0,0,0,0,0,0,0,0,0
06/01/90 12:00,629.09,618.4,29.151,28.34,0.869,71.081,23.117,17.233,82.336,7.6529,618.8,279.2,339.59,18.67,2.1899,342.64,285.91,0,0,0.5264,629.09,0,342.64,0,285.91,0.5264,0.5447,0.4553,0,0.0008,627.94,1.1423,0,0,0.6685,0.4737,618.4,9.5408,0,0,9.5325,0.0083,342.64,0,275.71,0.0443,1.0166,0.9982,1,1,0.9977,0.1,0.9848,1,1,0.9666,0.8423,0.9848,0.9643,0.0842,32.612,32.079,0.0835,2.0095,-0.105,0.647,0.2926,29.151,0,41.836,41.836,23.166,0.0375,50.684,575.16,1,0.8114,0.8114,0,0,0,0,0,0,28.34,28.34,16.043,18.287,15.597,17.778,97.217,97.217,15.098,13.496,13.12,1.602,0.3756,0.1061,0.0249,0,0,0,0,0,0,0,0,0,0,0,0
06/01/90 13:00,128.3,121.93,5.9995,5.6792,0.8539,63.713,54.506,14.787,68.092,21.877,134.9,132.7,2.1986,13.96,4.0001,2.3692,125.01,0,0,0.9277,128.3,0,2.3692,0,125.01,0.9277,0.0185,0.9815,0,0.0072,125.32,2.9808,0,0,2.1458,0.8349,121.93,3.3936,0,0,3.3823,0.0112,2.3692,0,119.48,0.0815,0.9511,0.9768,1,1,0.9828,0.1,0.9729,1,1,0.9725,0.8788,0.9729,0.9558,0.0879,6.6512,6.3249,0.3594,-0.1557,-0.0214,0.1321,0.0111,5.9995,0,18.494,18.494,4.5336,0.0372,9.8688,607.93,1,0.3203,0.3203,0,0,0,0,0,0,5.6792,5.6792,16.189,18.454,15.325,17.468,94.661,94.661,3.0793,2.7776,2.6293,0.3017,0.1483,0.098,0.0482,0,0,0,0,0,0,0,0,0,0,0,0
06/01/90 14:00,298.71,275.6,13.552,13.097,0.8458,53.365,72.556,10.197,54.648,35.305,319.4,303.7,15.7,16.7,2.27,19.238,273.86,0,0,5.6098,298.71,0,19.238,0,273.86,5.6098,0.0644,0.9356,0,0.0188,282.45,16.264,0,0,11.216,5.0488,275.6,6.8434,0,0,6.8212,0.0222,19.238,0,255.83,0.5388,0.9352,0.9456,1,1,0.959,0.1,0.9758,1,1,0.974,0.9604,0.9758,0.9341,0.096,15.485,14.297,0.3317,0.1045,-0.0485,0.299,0.0574,13.552,0,26.945,26.945,10.245,0.0372,22.473,603.06,1,0.455,0.455,0,0,0,0,0,0,13.097,13.097,15.708,17.905,15.18,17.304,96.643,96.643,7.169,6.2743,6.0636,0.8948,0.2106,0.1248,0.0294,0,0,0,0,0,0,0,0,0,0,0,0
06/01/90 15:00,70.902,62.129,2.9552,2.6976,0.7339,42.067,84.686,3.8418,42.189,47.751,88.105,88.105,0,15.06,2.6901,0,68.145,0,0,2.7568,70.902,0,0,0,68.145,2.7568,0,1,0,0.0389,63.822,7.08,0,0,4.5988,2.4811,62.129,1.693,0,0,1.6873,0.0057,0,0,61.859,0.2699,0.8047,0.9001,1,1,0.9325,0.1,0.9735,1,1,0.9734,0.9792,0.9735,0.9078,0.0979,3.6755,3.2229,0.3031,-0.0926,-0.0105,0.065,0.0028,2.9552,0,17.386,17.386,2.3266,0.0374,4.9685,594.79,1,0.2576,0.2576,0,0,0,0,0,0,2.6976,2.6976,14.43,16.449,13.172,15.015,91.282,91.282,1.7016,1.3681,1.2489,0.3335,0.1193,0.196,0.0701,0,0,0,0,0,0,0,0,0,0,0,0
06/01/90 16:00,352.3,327.51,16.175,15.671,0.8581,30.546,94.378,10.074,30.62,50,253.31,165.5,87.807,14.94,3.0499,169.78,173.88,0,0,8.6413,352.3,0,169.78,0,173.88,8.6413,0.4819,0.5181,0,0.0245,331.86,20.434,0,0,12.657,7.7772,327.51,4.3536,0,0,4.3344,0.0192,169.78,0,156.89,0.845,1.3908,0.942,1,1,0.9272,0.1,0.9869,1,1,0.9731,0.9778,0.9869,0.9023,0.0978,18.263,16.989,0.3001,0.1337,-0.0579,0.3572,0.0813,16.175,0,27.102,27.102,12.162,0.0371,26.738,604.95,1,0.5035,0.5035,0,0,0,0,0,0,15.671,15.671,15.896,18.119,15.401,17.555,96.887,96.887,8.4551,7.4884,7.2553,0.9668,0.2331,0.1143,0.0276,0,0,0,0,0,0,0,0,0,0,0,0
06/01/90 17:00,347.59,325.97,16.019,15.516,0.8611,19.159,103.18,23.702,19.639,50,200.71,135,65.71,16.23,2.1801,182.7,158.04,0,0,6.8468,347.59,0,182.7,0,158.04,6.8468,0.5256,0.4744,0,0.0197,329.92,17.666,0,0,11.504,6.1622,325.97,3.9548,0,0,3.9397,0.0152,182.7,0,142.6,0.6695,1.7318,0.9492,1,1,0.9272,0.1,0.988,1,1,0.9731,0.9778,0.988,0.9023,0.0978,18.019,16.909,0.3012,0.2122,-0.0574,0.3537,0.0806,16.019,0,28.348,28.348,12.118,0.0372,26.622,601.71,1,0.5035,0.5035,0,0,0,0,0,0,15.516,15.516,15.956,18.188,15.454,17.616,96.857,96.857,8.3421,7.4162,7.1831,0.9259,0.2331,0.111,0.0279,0,0,0,0,0,0,0,0,0,0,0,0
06/01/90 18:00,144.37,137.6,6.7489,6.4116,0.8567,8.1722,111.96,66.495,8.8016,16.553,84.9,64.097,20.803,15.66,2.0599,57.843,86.186,0,0,0.336,144.37,0,57.843,0,86.186,0.336,0.4007,0.5993,0,0.0023,143.2,1.1644,0,0,0.862,0.3024,137.6,5.5962,3.1267,0,2.4644,0.0051,54.717,0,82.86,0.0285,1.7004,0.9919,1,1,0.99,0.1,0.9609,0.9459,1,0.9711,0.8484,0.9609,0.9614,0.0848,7.4839,7.1381,0.3646,-0.114,-0.0241,0.1486,0.0141,6.7489,0,20.78,20.78,5.1198,0.0372,11.156,604.95,1,0.3373,0.3373,0,0,0,0,0,0,6.4116,6.4116,16.185,18.449,15.376,17.527,95.002,95.002,3.4648,3.1245,2.9683,0.3403,0.1562,0.0982,0.0451,0,0,0,0,0,0,0,0,0,0,0,0
06/01/90 19:00,0,0,0,0,0,1.5459,117.78,85.477,1.7471,3.2787,3.9976,3.9976,0,13.76,0.8701,0,3.9976,0,0,0.0006,3.9982,3.9982,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-13.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
06/01/90 20:00,0,0,0,0,0,0,0,90,0,-50,0,0,0,12.68,1.6299,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-12.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
06/01/90 21:00,0,0,0,0,0,0,0,90,0,-50,0,0,0,12.38,1.9899,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-12.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
06/01/90 22:00,0,0,0,0,0,0,0,90,0,-50,0,0,0,12.01,2.0301,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-12.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
06/01/90 23:00,0,0,0,0,0,0,0,90,0,-50,0,0,0,12.23,2.8199,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-12.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
06/02/90 00:00,0,0,0,0,0,0,0,90,0,-50,0,0,0,11.62,2.1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-11.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
06/02/90 01:00,0,0,0,0,0,0,0,90,0,-50,0,0,0,11.31,2.2801,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-11.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
06/02/90 02:00,0,0,0,0,0,0,0,90,0,-50,0,0,0,11.43,2.2101,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-11.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
06/02/90 03:00,0,0,0,0,0,0,0,90,0,-50,0,0,0,10.94,2.1399,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-10.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
06/02/90 04:00,0,0,0,0,0,1.8071,-117.72,84.751,2.0412,-3.8037,7.8014,6.7012,1.1002,11.22,2.4101,0,6.7012,0,0,0.0016,6.7028,6.7028,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-11.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
06/02/90 05:00,68.269,65.277,3.1542,2.8936,0.8176,8.7934,-111.61,64.623,9.4467,-17.882,58.995,56.103,2.8925,11.8,1.8301,8.0424,59.955,0,0,0.2722,68.269,0,8.0424,0,59.955,0.2722,0.1178,0.8822,0,0.004,67.327,0.9425,0,0,0.6975,0.245,65.277,2.0502,0.3582,0,1.688,0.0039,7.6842,0,57.569,0.0233,1.1572,0.9862,1,1,0.9884,0.1,0.9695,0.9555,1,0.9715,0.855,0.9695,0.9602,0.0855,3.5391,3.3862,0.3081,-0.1373,-0.0113,0.0694,0.0031,3.1542,0,14.236,14.236,2.4366,0.0373,5.2223,603.99,1,0.2606,0.2606,0,0,0,0,0,0,2.8936,2.8936,15.996,18.233,14.674,16.727,91.737,91.737,1.6385,1.4603,1.3396,0.1782,0.1207,0.1087,0.0736,0,0,0,0,0,0,0,0,0,0,0,0
06/02/90 06:00,420.38,399.67,19.686,19.108,0.8768,19.8,-102.86,22.994,20.269,-50,208.7,110.1,98.6,14.19,1.7599,267.07,146.19,0,0,7.1196,420.38,0,267.07,0,146.19,7.1196,0.6353,0.3647,0,0.0169,403.33,17.048,0,0,10.641,6.4076,399.67,3.6599,0,0,3.6441,0.0158,267.07,0,131.9,0.6962,2.0143,0.9594,1,1,0.9272,0.1,0.9909,1,1,0.9731,0.9778,0.9909,0.9023,0.0978,21.792,20.733,0.2486,0.3122,-0.0706,0.4352,0.1215,19.686,0,29.038,29.038,14.848,0.0372,32.685,602.29,1,0.5776,0.5776,0,0,0,0,0,0,19.108,19.108,16.213,18.48,15.737,17.938,97.066,97.066,10.089,9.1137,8.8463,0.9754,0.2674,0.0967,0.0265,0,0,0,0,0,0,0,0,0,0,0,0
06/02/90 07:00,874.52,840.94,38.333,37.276,0.8222,31.197,-94.05,9.3671,31.261,-50,472.89,123.8,349.09,18.21,1.04,663.73,194.66,0,0,16.132,874.52,0,663.73,0,194.66,16.132,0.759,0.241,0,0.0184,845.83,28.688,0,0,14.169,14.519,840.94,4.8881,0,0,4.8524,0.0358,663.73,0,175.64,1.5774,1.8493,0.9672,1,1,0.9272,0.1,0.9942,1,1,0.9731,0.9778,0.9942,0.9023,0.0978,45.335,43.623,-0.017,4.0465,-0.1386,0.8542,0.5451,38.333,0,49.896,49.896,31.686,0.0377,69.126,554.53,1,1.0571,1.0571,0,0,0,0,0,0,37.276,37.276,15.176,17.298,14.757,16.821,97.242,97.242,20.988,17.747,17.257,3.2418,0.4894,0.1545,0.0233,0,0,0,0,0,0,0,0,0,0,0,0
06/02/90 08:00,1039.4,1008.6,44.416,43.155,0.8009,42.717,-84.303,4.0829,42.858,-47.083,704.4,97.298,607.1,18.98,1.7099,891.57,126.36,0,0,21.464,1039.4,0,891.57,0,126.36,21.464,0.8578,0.1422,0,0.0207,1011.7,27.65,0,0,8.3326,19.317,1008.6,3.1683,0,0,3.1239,0.0444,891.57,0,114.91,2.102,1.4756,0.9734,1,1,0.9341,0.1,0.9969,1,1,0.9735,0.9793,0.9969,0.9093,0.0979,53.882,52.319,0.0035,6.2847,-0.1611,0.9931,0.7832,44.416,0,57.205,57.205,38.226,0.0379,82.8,536.42,1,1.2606,1.2606,0,0,0,0,0,0,43.155,43.155,14.794,16.864,14.375,16.385,97.162,97.162,24.946,20.563,19.979,4.3827,0.5836,0.1757,0.0234,0,0,0,0,0,0,0,0,0,0,0,0
06/02/90 09:00,1117.9,1089.2,46.952,45.594,0.7867,53.997,-72.013,10.352,55.351,-34.603,909.6,191.9,717.7,20.06,2.3301,871.93,230.64,0,0,15.366,1117.9,0,871.93,0,230.64,15.366,0.7799,0.2201,0,0.0137,1095,22.962,0,0,9.1329,13.829,1089.2,5.8236,0,0,5.7591,0.0645,871.93,0,215.75,1.4721,1.229,0.9795,1,1,0.9604,0.1,0.9947,1,1,0.974,0.958,0.9947,0.9354,0.0958,57.954,56.499,0.0499,7.6996,-0.1706,1.0518,0.9162,46.952,0,61.485,61.485,41.425,0.038,89.523,524.47,1,1.3575,1.3575,0,0,0,0,0,0,45.594,45.594,14.541,16.574,14.12,16.095,97.109,97.109,26.83,21.737,21.108,5.0935,0.6285,0.1898,0.0234,0,0,0,0,0,0,0,0,0,0,0,0
06/02/90 10:00,974.23,956.19,42.1,40.904,0.8099,64.279,-53.532,14.837,68.824,-21.146,895.4,267.3,628.11,21.26,2.12,673.46,295.01,0,0,5.7581,974.23,0,673.46,0,295.01,5.7581,0.6913,0.3087,0,0.0059,964.3,9.9288,0,0,4.7466,5.1822,956.19,8.109,0,0,8.0366,0.0725,673.46,0,282.23,0.5033,1.088,0.9898,1,1,0.9839,0.1,0.9916,1,1,0.9723,0.8742,0.9916,0.9567,0.0874,50.504,49.601,-0.0138,6.0229,-0.1526,0.9405,0.7045,42.1,0,57.506,57.506,36.247,0.0379,78.543,536.01,1,1.1956,1.1956,0,0,0,0,0,0,40.904,40.904,14.961,17.054,14.536,16.57,97.16,97.16,23.381,19.491,18.937,3.8908,0.5535,0.1664,0.0237,0,0,0,0,0,0,0,0,0,0,0,0
06/02/90 11:00,1054,1046.3,45.171,43.867,0.8029,71.425,-21.188,17.164,83.075,-6.9152,1042.2,192,850.2,21.63,2.0301,856.43,196.81,0,0,0.724,1054,0,856.43,0,196.81,0.724,0.8126,0.1874,0,0.0007,1052.9,1.0326,0,0,0.381,0.6516,1046.3,6.6425,0,0,6.6311,0.0114,856.43,0,189.8,0.061,1.0113,0.999,1,1,0.9981,0.1,0.9937,1,1,0.9662,0.8426,0.9937,0.9644,0.0843,54.637,54.275,0.0222,7.3894,-0.164,1.0111,0.8451,45.171,0,61.419,61.419,39.789,0.038,85.994,525.29,1,1.3044,1.3044,0,0,0,0,0,0,43.867,43.867,14.838,16.914,14.41,16.425,97.112,97.112,25.295,20.913,20.309,4.3825,0.6039,0.1733,0.0239,0,0,0,0,0,0,0,0,0,0,0,0
06/02/90 12:00,999.09,989.88,43.137,41.902,0.809,71.217,23.151,17.106,82.384,7.6047,984.41,229.8,754.6,22.07,2.65,761.3,236.97,0,0,0.8269,999.09,0,761.3,0,236.97,0.8269,0.762,0.238,0,0.0008,997.8,1.2917,0,0,0.5476,0.7442,989.88,7.9191,0,0,7.9061,0.013,761.3,0,228.51,0.0696,1.0149,0.9987,1,1,0.9977,0.1,0.9921,1,1,0.9666,0.8423,0.9921,0.9643,0.0842,51.793,51.349,-0.0038,6.6528,-0.1565,0.9644,0.7551,43.137,0,59.659,59.659,37.589,0.038,81.305,530.56,1,1.2355,1.2355,0,0,0,0,0,0,41.902,41.902,14.948,17.039,14.52,16.551,97.136,97.136,23.978,19.971,19.399,4.0073,0.572,0.1671,0.0239,0,0,0,0,0,0,0,0,0,0,0,0
06/02/90 13:00,1063.6,1050.6,45.194,43.885,0.7959,63.834,54.652,14.67,68.162,21.808,981.61,146.4,835.2,22.21,2.6199,899.58,157.36,0,0,6.7088,1063.6,0,899.58,0,157.36,6.7088,0.8458,0.1542,0,0.0063,1054.9,8.7228,0,0,2.685,6.0379,1050.6,4.3419,0,0,4.2603,0.0816,899.58,0,150.41,0.5893,1.0836,0.9918,1,1,0.9829,0.1,0.9959,1,1,0.9725,0.8784,0.9959,0.9559,0.0878,55.139,54.498,0.0247,7.5796,-0.1641,1.0117,0.8523,45.194,0,62.187,62.187,39.977,0.0381,86.357,523.33,1,1.3089,1.3089,0,0,0,0,0,0,43.885,43.885,14.71,16.768,14.284,16.282,97.104,97.104,25.527,20.923,20.317,4.6045,0.606,0.1804,0.0237,0,0,0,0,0,0,0,0,0,0,0,0
06/02/90 14:00,1025.6,1002.7,43.478,42.227,0.7943,53.473,72.697,10.091,54.733,35.22,831.6,126.9,704.7,22.59,2.42,862.61,148.43,0,0,14.538,1025.6,0,862.61,0,148.43,14.538,0.8411,0.1589,0,0.0142,1006.4,19.138,0,0,6.0542,13.084,1002.7,3.756,0,0,3.6981,0.058,862.61,0,138.68,1.3958,1.2333,0.9813,1,1,0.9592,0.1,0.9963,1,1,0.974,0.9601,0.9963,0.9343,0.096,53.166,52.013,0.0011,6.9438,-0.1577,0.9724,0.7754,43.478,0,60.697,60.697,38.107,0.038,82.383,527.76,1,1.2507,1.2507,0,0,0,0,0,0,42.227,42.227,14.677,16.73,14.255,16.249,97.123,97.123,24.614,20.129,19.55,4.485,0.579,0.1822,0.0235,0,0,0,0,0,0,0,0,0,0,0,0
06/02/90 15:00,833.92,789.72,35.653,34.659,0.8017,42.17,84.808,3.7466,42.287,47.654,587.99,241.1,346.9,22.44,2.22,514.98,300.61,0,0,18.328,833.92,0,514.98,0,300.61,18.328,0.6175,0.3825,0,0.022,797.2,36.715,0,0,20.219,16.495,789.72,7.4793,0,0,7.4412,0.0381,514.98,0,272.95,1.7947,1.4182,0.956,1,1,0.9327,0.1,0.9906,1,1,0.9735,0.9792,0.9906,0.908,0.0979,43.23,40.966,-0.0045,4.1716,-0.1288,0.794,0.4809,35.653,0,52.254,52.254,29.814,0.0378,64.934,549.07,1,0.9937,0.9937,0,0,0,0,0,0,34.659,34.659,14.802,16.872,14.389,16.402,97.213,97.213,20.014,16.506,16.046,3.508,0.46,0.1753,0.023,0,0,0,0,0,0,0,0,0,0,0,0
