date,GlobInc,GlobEff,EArray,E_Grid,PR,HSol,AzSol,AngInc,AngProf,PhiAng,GlobHor,DiffHor,BeamHor,T_Amb,WindVel,BeamTrp,DifITrp,CircTrp,HBndTrp,AlbTrp,GlobTrp,GincThr,BeamInc,CircInc,DifSInc,Alb_Inc,Bm_Gl,DifA_Gl,DifS_Gl,Alb_Gl,GlobShd,ShdLoss,ShdBLss,ShdCLss,ShdDLss,ShdALss,GlobIAM,IAMLoss,IAMBLss,IAMCLss,IAMDLss,IAMALss,BeamEff,CircEff,DiffEff,Alb_Eff,FTransp,FShdGl,FShdBm,FShdCrc,FShdDif,FShdAlb,FIAMGl,FIAMBm,FIAMCrc,FIAMDif,FIAMAlb,FIAMShd,FEffDif,FEffAlb,EArrRef,EArrNom,GIncLss,TempLss,ModQual,MisLoss,OhmLoss,EArrMPP,TExtON,TArray,TArrWtd,DTArr,DTArrGl,IArray,UArray,ArrayON,InvLoss,IL_Oper,IL_Pmin,IL_Vmin,IL_Pmax,IL_Vmax,IL_Imax,Syst_ON,EOutInv,EUseful,EffArrR,EffArrC,EffSysR,EffSysC,EffInvB,EffInvR,Yr,Ya,Yf,Lc,Ls,Lcr,Lsr,TotInstCost,ModuleCost,InverterCost,BatteryCost,OwnFunds,TotLoan,AvgOpCost_yr,LCOE,NPV,IRR,PaybackPeriod,ROI
    ,W/m�,W/m�,kW,kW,ratio,�,�,�,�,�,W/m�,W/m�,W/m�,캜,m/s,W/m�,W/m�,W/m�,W/m�,W/m�,W/m�,W/m�,W/m�,W/m�,W/m�,W/m�,ratio,ratio,ratio,ratio,W/m�,W/m�,W/m�,W/m�,W/m�,W/m�,W/m�,W/m�,W/m�,W/m�,W/m�,W/m�,W/m�,W/m�,W/m�,W/m�,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,kW,kW,kW,kW,kW,kW,kW,kW,캜,캜,캜,캜,캜,A,V,Hour,kW,kW,kW,kW,kW,kW,kW,Hour,kW,kW,%,%,%,%,%,%,kWh/m�/day,kWh/kWp/day,kWh/kWp/day,kWh/kWp/day,kWh/kWp/day,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio

01/02/90 14:00,646.33,622.1,30.408,29.6,0.8834,18.739,35.25,51.164,30.446,50,340.3,52.503,287.8,9.5904,0.9999,557.91,76.745,0,0,11.67,646.33,0,557.91,0,76.745,11.67,0.8632,0.1368,0,0.0181,630.24,16.089,0,0,5.5862,10.503,622.1,8.136,6.1971,0,1.9131,0.0259,551.71,0,69.246,1.1411,1.8993,0.9751,1,1,0.9272,0.1,0.9871,0.9889,1,0.9731,0.9778,0.9871,0.9023,0.0978,33.506,32.271,0.081,0.9211,-0.1094,0.6746,0.2958,30.408,0,32.726,32.726,23.135,0.0372,50.963,596.66,1,0.8079,0.8079,0,0,0,0,0,0,29.6,29.6,16.288,18.567,15.856,18.073,97.343,97.343,15.512,14.078,13.704,1.4341,0.374,0.0925,0.0241,0,0,0,0,0,0,0,0,0,0,0,0
01/02/90 15:00,477.37,462.33,23.086,22.448,0.9071,11.131,47.192,57.139,15.013,31.463,186.2,38.5,147.69,9.0701,0.66,410.66,64.082,0,0,2.628,477.37,0,410.66,0,64.082,2.628,0.8603,0.1397,0,0.0055,472.86,4.5165,0,0,2.1513,2.3652,462.33,10.529,8.8922,0,1.6216,0.0152,401.77,0,60.309,0.2476,2.5638,0.9905,1,1,0.9664,0.1,0.9777,0.9783,1,0.9738,0.9422,0.9777,0.9411,0.0942,24.747,23.983,0.2002,0.1061,-0.0829,0.5108,0.1626,23.086,0,26.194,26.194,17.124,0.037,37.806,610.64,1,0.6375,0.6375,0,0,0,0,0,0,22.448,22.448,16.743,19.085,16.281,18.558,97.239,97.239,11.457,10.688,10.393,0.769,0.2951,0.0671,0.0258,0,0,0,0,0,0,0,0,0,0,0,0
01/02/90 16:00,64.813,52.965,2.5939,2.3514,0.6998,3.4398,56.142,80.083,4.14,7.6751,30.906,15,15.907,5.1902,0.6999,44.229,20.558,0,0,0.0266,64.813,0,44.229,0,20.558,0.0266,0.6824,0.3176,0,0.0004,64.338,0.4754,0.4031,0,0.0483,0.0239,52.965,11.373,10.687,0,0.6852,0.0004,33.138,0,19.824,0.0022,2.0971,0.9927,0.9909,1,0.9976,0.1,0.8232,0.7561,1,0.9666,0.8423,0.8232,0.9643,0.0842,3.3599,2.7475,0.2866,-0.1827,-0.0093,0.057,0.002,2.5939,0,7.1618,7.1618,1.9716,0.0372,4.2044,616.94,1,0.2425,0.2425,0,0,0,0,0,0,2.3514,2.3514,13.856,15.794,12.56,14.317,90.65,90.65,1.5555,1.2009,1.0886,0.3546,0.1123,0.228,0.0722,0,0,0,0,0,0,0,0,0,0,0,0
01/02/90 17:00,0,0,0,0,0,0,0,90,0,-50,0,0,0,1.9099,1.7099,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-1.9099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
01/02/90 18:00,0,0,0,0,0,0,0,90,0,-50,0,0,0,-0.7296,1.24,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.7296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
01/02/90 19:00,0,0,0,0,0,0,0,90,0,-50,0,0,0,-1.8602,1.1999,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1.8602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
01/02/90 20:00,0,0,0,0,0,0,0,90,0,-50,0,0,0,-1.8799,1.3201,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1.8799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
01/02/90 21:00,0,0,0,0,0,0,0,90,0,-50,0,0,0,-1,1.19,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
01/02/90 22:00,0,0,0,0,0,0,0,90,0,-50,0,0,0,-2.0101,1.16,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2.0101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
01/02/90 23:00,0,0,0,0,0,0,0,90,0,-50,0,0,0,-1.1803,1.54,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1.1803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
01/03/90 00:00,0,0,0,0,0,0,0,90,0,-50,0,0,0,-1.1999,1.3001,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1.1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
01/03/90 01:00,0,0,0,0,0,0,0,90,0,-50,0,0,0,-2.9899,1.0499,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2.9899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
01/03/90 02:00,0,0,0,0,0,0,0,90,0,-50,0,0,0,-3.9804,1.31,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3.9804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
01/03/90 03:00,0,0,0,0,0,0,0,90,0,-50,0,0,0,-3.6101,1.4799,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3.6101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
01/03/90 04:00,0,0,0,0,0,0,0,90,0,-50,0,0,0,-0.4396,1.39,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.4396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
01/03/90 05:00,0,0,0,0,0,0,0,90,0,-50,0,0,0,1.2996,1.6501,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-1.2996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
01/03/90 06:00,0,0,0,0,0,0,0,90,0,-50,0,0,0,1.4102,2.1099,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-1.4102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
01/03/90 07:00,23.503,20.361,0.9276,0.7273,0.597,2.8205,-56.916,81.808,3.3651,-6.273,17.293,14.602,2.6911,1.7904,1.26,7.4825,16.01,0,0,0.0099,23.503,0,7.4825,0,16.01,0.0099,0.3184,0.6816,0,0.0004,23.362,0.1413,0.1065,0,0.0259,0.0089,20.361,3.0004,2.4561,0,0.5442,0.0002,4.92,0,15.44,0.0008,1.3591,0.994,0.9858,1,0.9984,0.1,0.8716,0.667,1,0.966,0.843,0.8716,0.9644,0.0843,1.2184,1.0562,0.1929,-0.0817,-0.0033,0.0204,0.0003,0.9276,0,2.5594,2.5594,0.769,0.0378,1.5369,603.57,1,0.2003,0.2003,0,0,0,0,0,0,0.7273,0.7273,13.665,15.576,10.714,12.213,78.407,78.407,0.5641,0.4295,0.3367,0.1346,0.0927,0.2386,0.1644,0,0,0,0,0,0,0,0,0,0,0,0
01/03/90 08:00,79.349,74.726,3.7958,3.5296,0.8581,9.8772,-48.956,61.116,13,-26.076,77.997,77.997,0,0.5197,1.49,0,78.587,0,0,0.7621,79.349,0,0,0,78.587,0.7621,0,1,0,0.0096,76.788,2.5612,0,0,1.8753,0.6859,74.726,2.0616,0,0,2.0545,0.0071,0,0,74.657,0.0691,1.0173,0.9677,1,1,0.9761,0.1,0.9732,1,1,0.9732,0.9067,0.9732,0.95,0.0907,4.1135,3.8763,0.3214,-0.3149,-0.0135,0.0835,0.0041,3.7958,0,3.2797,3.2797,2.76,0.0369,5.9755,635.24,1,0.2663,0.2663,0,0,0,0,0,0,3.5296,3.5296,16.562,18.879,15.4,17.554,92.985,92.985,1.9044,1.7573,1.6341,0.147,0.1233,0.0772,0.0647,0,0,0,0,0,0,0,0,0,0,0,0
01/03/90 09:00,233.71,207.67,10.714,10.331,0.8527,17.766,-37.258,50.222,27.89,-50,207.29,193.5,13.794,4.0998,1.5799,28.704,197.9,0,0,7.1086,233.71,0,28.704,0,197.9,7.1086,0.1228,0.8772,0,0.0304,212.91,20.803,0,0,14.405,6.3977,207.67,5.2414,0.2925,0,4.9332,0.0158,28.412,0,178.56,0.6951,1.1275,0.911,1,1,0.9272,0.1,0.9754,0.9898,1,0.9731,0.9778,0.9754,0.9023,0.0978,12.116,10.773,0.3609,-0.5325,-0.0383,0.2361,0.0323,10.714,0,11.742,11.742,7.6419,0.0368,16.862,635.39,1,0.3829,0.3829,0,0,0,0,0,0,10.331,10.331,15.871,18.092,15.304,17.445,96.427,96.427,5.6091,4.9602,4.783,0.6489,0.1772,0.1157,0.0316,0,0,0,0,0,0,0,0,0,0,0,0
01/03/90 10:00,582.02,539.45,26.814,26.095,0.8649,23.642,-23.873,56.753,47.246,-42.613,493.39,314,179.39,8.0002,1.52,243.76,325.76,0,0,12.507,582.02,0,243.76,0,325.76,12.507,0.4188,0.5812,0,0.0215,552.54,29.485,0,0,18.228,11.256,539.45,13.089,5.046,0,8.0138,0.0289,238.71,0,299.52,1.2218,1.1796,0.9493,1,1,0.944,0.1,0.9763,0.9793,1,0.9739,0.9769,0.9763,0.9194,0.0977,30.172,27.984,0.1405,0.3098,-0.0964,0.594,0.2219,26.814,0,27.996,27.996,19.996,0.0371,44.157,607.24,1,0.7186,0.7186,0,0,0,0,0,0,26.095,26.095,15.95,18.181,15.522,17.694,97.32,97.32,13.969,12.414,12.081,1.5549,0.3327,0.1113,0.0238,0,0,0,0,0,0,0,0,0,0,0,0
01/03/90 11:00,524.59,503.25,25.004,24.323,0.8944,26.917,-9.0133,61.561,72.851,-17.079,510.7,322.4,188.3,9.2004,0.78,196.99,325.44,0,0,2.1621,524.59,0,196.99,0,325.44,2.1621,0.3755,0.6245,0,0.0041,519.19,5.406,0,0,3.4601,1.9459,503.25,15.934,6.6581,0,9.2436,0.0323,190.33,0,312.74,0.1839,1.0272,0.9897,1,1,0.9894,0.1,0.9693,0.9662,1,0.9713,0.8507,0.9693,0.961,0.0851,27.195,26.106,0.1683,0.2762,-0.0898,0.5536,0.193,25.004,0,27.858,27.858,18.657,0.0371,41.184,607.14,1,0.6813,0.6813,0,0,0,0,0,0,24.323,24.323,16.502,18.81,16.052,18.298,97.275,97.275,12.59,11.576,11.261,1.0141,0.3154,0.0805,0.0251,0,0,0,0,0,0,0,0,0,0,0,0
01/03/90 12:00,576.22,554.68,26.976,26.236,0.8783,27.169,6.5108,61.957,77.542,12.406,558.71,174.8,383.91,13.09,0.56,393.09,181.87,0,0,1.2524,576.22,0,393.09,0,181.87,1.2524,0.6822,0.3178,0,0.0022,574.03,2.1818,0,0,1.0547,1.1272,554.68,19.354,13.725,0,5.6094,0.0197,379.36,0,175.21,0.1056,1.0313,0.9962,1,1,0.9942,0.1,0.9663,0.9651,1,0.969,0.8428,0.9663,0.9634,0.0843,29.871,28.773,0.129,0.9327,-0.097,0.5979,0.2351,26.976,0,33.743,33.743,20.653,0.0372,45.446,593.57,1,0.74,0.74,0,0,0,0,0,0,26.236,26.236,16.208,18.475,15.764,17.969,97.257,97.257,13.829,12.489,12.146,1.3404,0.3426,0.0969,0.0248,0,0,0,0,0,0,0,0,0,0,0,0
01/03/90 13:00,623.01,593.34,28.638,27.857,0.8625,24.364,21.548,57.769,50.957,38.909,481.7,101.2,380.5,13.73,0.66,488.98,123.78,0,0,10.259,623.01,0,488.98,0,123.78,10.259,0.7849,0.2151,0,0.0165,607.82,15.192,0,0,5.9593,9.2332,593.34,14.474,11.389,0,3.0545,0.0303,477.59,0,114.76,0.9956,1.2934,0.9756,1,1,0.9519,0.1,0.9762,0.9767,1,0.9741,0.9704,0.9762,0.9272,0.097,32.297,30.779,0.1008,1.2385,-0.103,0.6352,0.2692,28.638,0,35.854,35.854,22.124,0.0373,48.623,588.99,1,0.7813,0.7813,0,0,0,0,0,0,27.857,27.857,15.915,18.141,15.481,17.646,97.272,97.272,14.952,13.259,12.897,1.6937,0.3617,0.1133,0.0242,0,0,0,0,0,0,0,0,0,0,0,0
01/03/90 14:00,483.56,448.51,22.033,21.405,0.8539,18.872,35.202,51.113,30.667,50,325.71,198.8,126.91,13.65,0.6199,244.53,227.86,0,0,11.169,483.56,0,244.53,0,227.86,11.169,0.5057,0.4943,0,0.0231,456.92,26.638,0,0,16.586,10.052,448.51,8.4078,2.7029,0,5.68,0.0248,241.83,0,205.6,1.0921,1.4847,0.9449,1,1,0.9272,0.1,0.9816,0.9889,1,0.9731,0.9778,0.9816,0.9023,0.0978,25.068,23.266,0.211,0.4604,-0.0791,0.4875,0.1533,22.033,0,30.319,30.319,16.67,0.0372,36.709,600.21,1,0.628,0.628,0,0,0,0,0,0,21.405,21.405,15.775,17.982,15.325,17.469,97.15,97.15,11.605,10.201,9.9098,1.4049,0.2907,0.1211,0.0251,0,0,0,0,0,0,0,0,0,0,0,0
01/03/90 15:00,247.75,233.76,11.763,11.351,0.8838,11.269,47.167,56.666,15.201,32.039,158.9,133.2,25.703,10.9,0.43,71.467,173.96,0,0,2.3234,247.75,0,71.467,0,173.96,2.3234,0.2885,0.7115,0,0.0094,239.63,8.1228,0,0,6.0317,2.0911,233.76,5.8674,1.4645,0,4.3903,0.0126,70.002,0,163.54,0.2197,1.5592,0.9672,1,1,0.9653,0.1,0.9755,0.9795,1,0.9739,0.9457,0.9755,0.9401,0.0946,12.843,12.126,0.3518,-0.2474,-0.0421,0.2594,0.0411,11.763,0,19.549,19.549,8.6484,0.037,19.015,618.65,1,0.4124,0.4124,0,0,0,0,0,0,11.351,11.351,16.439,18.738,15.862,18.081,96.494,96.494,5.9461,5.4461,5.2551,0.5,0.1909,0.0841,0.0321,0,0,0,0,0,0,0,0,0,0,0,0
01/03/90 16:00,90.881,78.17,3.8512,3.5767,0.7592,3.5796,56.132,79.67,4.3086,7.9988,51.792,34.799,16.993,9.1799,0.81,47.25,43.583,0,0,0.0484,90.881,0,47.25,0,43.583,0.0484,0.5199,0.4801,0,0.0005,90.281,0.6003,0.4461,0,0.1107,0.0435,78.17,12.11,10.664,0,1.4457,0.0008,36.14,0,42.026,0.0041,1.7547,0.9934,0.9906,1,0.9975,0.1,0.8659,0.7722,1,0.9667,0.8422,0.8659,0.9643,0.0842,4.7113,4.055,0.3257,-0.1973,-0.0137,0.0847,0.0045,3.8512,0,12.086,12.086,2.9061,0.0372,6.2746,613.78,1,0.2746,0.2746,0,0,0,0,0,0,3.5767,3.5767,14.671,16.724,13.625,15.531,92.87,92.87,2.1811,1.783,1.6559,0.3982,0.1271,0.1825,0.0583,0,0,0,0,0,0,0,0,0,0,0,0
01/03/90 17:00,0,0,0,0,0,0,0,90,0,-50,0,0,0,4.7101,1.3501,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-4.7101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
01/03/90 18:00,0,0,0,0,0,0,0,90,0,-50,0,0,0,1.8403,1.0799,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-1.8403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
01/03/90 19:00,0,0,0,0,0,0,0,90,0,-50,0,0,0,1.9903,1.67,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-1.9903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
01/03/90 20:00,0,0,0,0,0,0,0,90,0,-50,0,0,0,1.3701,1.24,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-1.3701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
01/03/90 21:00,0,0,0,0,0,0,0,90,0,-50,0,0,0,-0.0398,1.0999,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
01/03/90 22:00,0,0,0,0,0,0,0,90,0,-50,0,0,0,0.3698,1.2701,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.3698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
01/03/90 23:00,0,0,0,0,0,0,0,90,0,-50,0,0,0,0.9801,1.4001,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.9801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
01/04/90 00:00,0,0,0,0,0,0,0,90,0,-50,0,0,0,1.3201,1.5501,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-1.3201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
01/04/90 01:00,0,0,0,0,0,0,0,90,0,-50,0,0,0,1.3897,1.1499,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-1.3897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
01/04/90 02:00,0,0,0,0,0,0,0,90,0,-50,0,0,0,-0.2397,1.5299,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.2397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
01/04/90 03:00,0,0,0,0,0,0,0,90,0,-50,0,0,0,0.5696,1.67,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.5696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
01/04/90 04:00,0,0,0,0,0,0,0,90,0,-50,0,0,0,0.9899,1.67,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.9899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
01/04/90 05:00,0,0,0,0,0,0,0,90,0,-50,0,0,0,2.7603,1.79,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-2.7603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
01/04/90 06:00,0,0,0,0,0,0,0,90,0,-50,0,0,0,5.2402,2.4601,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-5.2402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
01/04/90 07:00,10.549,10.168,0.4086,0.2218,0.4056,2.8211,-57.061,81.789,3.3603,-6.2769,11.007,11.007,0,4.7199,2.7901,0,10.543,0,0,0.0063,10.549,0,0,0,10.543,0.0063,0,1,0,0.0006,10.526,0.0228,0,0,0.017,0.0057,10.168,0.3584,0,0,0.3583,0.0001,0,0,10.167,0.0005,0.9584,0.9978,1,1,0.9984,0.1,0.9659,1,1,0.966,0.843,0.9659,0.9644,0.0843,0.5469,0.5275,0.1419,-0.0306,-0.0015,0.009,0.0001,0.4086,0,5.1127,5.1127,0.3927,0.0386,0.7101,575.5,1,0.1868,0.1868,0,0,0,0,0,0,0.2218,0.2218,13.411,15.287,7.2804,8.2988,54.286,54.286,0.2532,0.1892,0.1027,0.064,0.0865,0.2528,0.3416,0,0,0,0,0,0,0,0,0,0,0,0
